Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2023-05-04 16:40:00+00:00,75,,,,,,,,,,,10.13,,,,,,,,,,,,,,,,,,
2023-05-04 16:45:00+00:00,75,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,
2023-05-04 16:50:00+00:00,75,,,,,,,,,,,10.07,,,,,,,,,,,,,,,,,,
2023-05-04 18:25:00+00:00,75,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,
2023-05-04 18:40:45+00:00,75,,,,,,,,,,,9.06,,,,,,,,,,,,,,,,,,
2023-05-04 18:44:29+00:00,75,,,,,,,,,,,9.03,,,,,,,,,,,,,,,,,,
2023-05-04 18:47:30+00:00,75,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,
2023-05-04 18:50:39+00:00,75,,,,,,,,,,,8.97,,,,,,,,,,,,,,,,,,
2023-05-04 18:55:00+00:00,75,,,,,,,,,,,8.94,,,,,,,,,,,,,,,,,,
2023-05-04 19:00:00+00:00,75,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,
2023-05-04 19:05:00+00:00,75,,,,,,,,,,,8.86,,,,,,,,,,,,,,,,,,
2023-05-04 19:20:06+00:00,75,,,,,,,,,,,8.76,,,,,,,,,,,,,,,,,,
2023-05-04 19:21:59+00:00,75,,,,,,,,,,,8.75,,,,,,,,,,,,,,,,,,
2023-05-04 19:28:44+00:00,80,6.55,,22.58,1.73,4.1,3.8,,,7.15,0.05,5.1,1.73,245.0,245.0,,100.0,110.0,20.0,273.1,,245.9,38.8,,20.8,34.1,4.6,3.45,3.22,
2023-05-04 19:32:02+00:00,45,5.225,,20.13,2.47,4.78,4.97,,,5.75,0.03,5.07,2.47,265.0,265.0,,100.0,110.0,20.0,240.6,,229.5,16.2,,10.6,16.4,1.4,3.85,1.9,
2023-05-04 19:34:34+00:00,10,,,,,,,,,,,8.69,,,,,,,,,,,,,,,,,,
2023-05-04 20:13:45+00:00,75,,,,,5.1,,,,,,8.54,2.4,,,,97.5,,,,,,,,,,,,,
2023-05-04 20:15:08+00:00,5,,,,,,,,,,,8.53,,,,,,,,,,,,,,,,,,
2023-05-09 16:32:45+00:00,85,8.775,,28.38,1.63,,2.9,1.63,2.11,9.32,0.05,6.45,,252.5,252.5,107.2,,100.8,10.7,263.9,,222.8,55.0,,30.3,71.9,13.3,3.23,1.15,
2023-05-09 16:43:25+00:00,85,8.725,,28.01,1.63,,2.13,1.63,1.86,9.3,0.03,6.41,,140.0,140.0,108.3,,98.8,8.7,269.5,,227.9,56.3,,30.0,70.1,12.9,3.21,1.22,
2023-05-09 16:45:50+00:00,85,8.2,,27.48,2.9,,2.9,,,8.73,0.03,6.4,,252.5,252.5,,,110.0,20.0,260.9,,225.4,48.8,,26.8,66.7,10.3,3.35,1.01,
2023-05-09 16:48:22+00:00,85,8.875,,27.96,1.65,,2.67,1.65,1.83,9.43,0.08,6.39,,252.5,252.5,113.0,,102.1,11.9,273.2,,230.0,59.1,,31.6,73.2,14.0,3.15,1.24,
2023-05-09 16:50:59+00:00,65,8.35,,27.77,1.75,2.22,2.97,1.75,1.78,8.05,0.03,6.38,2.03,255.0,255.0,126.7,135.0,110.0,20.0,260.9,,226.0,47.4,,25.7,66.0,10.3,3.33,1.0,
2023-05-09 16:54:16+00:00,85,8.5,,27.72,2.4,,2.4,,,9.05,0.03,6.36,,252.5,252.5,,,110.0,20.0,268.5,,232.6,49.3,,26.0,61.6,10.7,3.26,1.16,
2023-05-09 17:30:30+00:00,90,6.85,,25.51,1.77,3.83,3.85,,,7.4,0.03,6.13,1.77,255.0,255.0,,107.5,110.0,20.0,240.7,,216.2,34.3,,16.9,45.9,4.6,3.72,1.0,
2023-05-09 19:25:37+00:00,85,6.375,,20.69,1.83,2.08,2.03,,,6.88,0.03,5.12,1.83,245.0,245.0,,102.5,110.0,20.0,291.0,,262.9,41.5,,20.7,42.9,4.5,3.25,1.74,
2023-05-09 19:35:15+00:00,90,6.375,,20.61,1.73,2.17,2.17,,,6.88,0.03,5.04,1.73,255.0,255.0,,102.5,110.0,20.0,296.6,,268.9,40.8,,20.4,43.0,4.5,3.23,1.66,
2023-05-16 18:10:42+00:00,75,,,,,,,,,,,9.35,,,,,,,,,,,,,,,,,,
2023-05-16 18:24:31+00:00,75,,,,,,,,,,,9.21,,,,,,,,,,,,,,,,,,
2023-05-16 18:53:25+00:00,35,4.55,,18.2,1.88,3.47,3.15,,,5.13,0.03,5.4,1.88,237.5,237.5,,102.5,110.0,20.0,230.0,,220.4,14.1,,10.6,15.6,1.1,4.0,1.48,
2023-05-16 18:56:31+00:00,65,8.375,,31.42,2.95,,2.95,,,8.95,0.03,5.37,,235.0,235.0,,,110.0,20.0,253.5,,241.0,19.3,,10.6,23.1,4.0,3.75,1.17,
2023-05-16 19:09:00+00:00,60,8.975,,31.29,2.72,,2.72,,,7.05,0.03,5.26,,230.0,230.0,,,110.0,20.0,260.7,,239.9,30.8,,15.5,31.4,6.7,3.49,1.83,
2023-05-16 19:12:00+00:00,85,8.95,,31.04,1.77,2.2,2.17,,,9.5,0.05,5.24,1.77,212.5,212.5,,102.5,110.0,20.0,259.9,,236.5,34.6,,17.4,35.7,7.5,3.47,1.76,
2023-05-16 19:15:00+00:00,85,8.95,,30.42,1.15,2.1,2.1,,,9.5,0.08,5.21,1.15,222.5,222.5,,102.5,110.0,20.0,263.6,,237.6,38.1,,19.3,37.1,8.1,3.4,2.15,
2023-05-16 19:18:00+00:00,85,9.0,,29.7,2.17,,2.17,,,9.55,0.08,5.18,,222.5,222.5,,,110.0,20.0,269.8,,239.3,44.3,,22.6,41.9,9.6,3.3,2.39,
2023-05-16 19:21:00+00:00,85,8.925,,29.01,1.77,,1.77,,,9.48,0.08,5.16,,217.5,217.5,,,110.0,20.0,273.0,,238.3,50.4,,25.6,47.1,10.6,3.25,2.48,
2023-05-16 19:24:00+00:00,85,8.9,,28.2,1.23,,1.23,,,9.45,0.17,5.14,,215.0,215.0,,,110.0,20.0,282.1,,237.5,64.6,,33.0,60.0,13.6,3.17,2.58,
2023-05-16 19:27:00+00:00,65,8.9,,27.3,1.77,,1.77,,,9.45,0.08,5.11,,215.0,215.0,,,110.0,20.0,299.1,,242.7,80.8,,41.8,70.8,17.0,3.07,3.22,
2023-05-16 19:30:00+00:00,85,8.875,,26.84,1.8,,1.8,,,9.43,0.08,5.09,,215.0,215.0,,,110.0,20.0,303.5,,245.3,83.5,,43.0,74.0,17.4,3.02,3.07,
2023-05-16 19:33:00+00:00,80,5.2,,20.49,2.03,,2.03,,,5.8,0.03,5.06,,217.5,217.5,,,110.0,20.0,230.8,,218.4,18.5,,10.6,21.0,1.5,3.94,1.31,
2023-05-16 19:36:00+00:00,95,8.4,,26.65,1.98,,1.98,,,8.98,0.08,5.04,,220.0,220.0,,,110.0,20.0,281.4,,246.4,51.3,,25.6,49.6,9.5,3.17,2.19,
2023-05-16 19:39:00+00:00,65,8.35,,26.4,2.5,,2.5,,,8.3,0.05,5.01,,225.0,225.0,,,110.0,20.0,285.2,,250.4,50.7,,25.7,48.7,9.4,3.16,2.25,
2023-05-16 19:42:00+00:00,85,8.375,,26.15,1.8,,1.8,,,8.95,0.1,4.99,,217.5,217.5,,,110.0,20.0,286.2,,248.1,55.9,,27.8,54.2,10.3,3.12,2.16,
2023-05-16 19:45:00+00:00,95,8.25,,26.32,1.63,,1.63,,,8.98,0.05,4.97,,217.5,217.5,,,110.0,20.0,283.8,,248.6,52.1,,25.6,51.9,9.3,3.19,2.0,
2023-05-16 19:48:00+00:00,95,8.275,,26.37,1.75,,1.75,,,8.95,0.08,4.95,,220.0,220.0,,,110.0,20.0,285.6,,251.5,50.3,,24.8,50.3,9.1,3.19,1.96,
2023-05-16 19:51:00+00:00,95,8.175,,26.21,1.73,,1.73,,,8.93,0.05,4.92,,222.5,222.5,,,110.0,20.0,286.8,,251.3,52.0,,26.1,50.9,9.2,3.21,2.09,
2023-05-16 19:54:00+00:00,85,8.325,,25.92,1.83,,1.83,,,8.88,0.08,4.9,,225.0,225.0,,,110.0,20.0,291.8,,255.0,53.9,,27.0,52.7,9.9,3.11,2.11,
2023-05-16 19:57:00+00:00,85,8.35,,25.87,1.8,,1.8,,,8.9,0.1,4.88,,227.5,227.5,,,110.0,20.0,294.7,,257.3,54.9,,27.4,53.6,10.1,3.1,2.13,
2023-05-16 20:00:00+00:00,95,8.3,,25.8,1.77,,1.77,,,9.02,0.05,4.86,,230.0,230.0,,,110.0,20.0,294.9,,258.0,54.2,,27.1,52.9,9.9,3.11,2.13,
2023-05-16 20:03:00+00:00,85,8.05,,25.85,1.77,,1.77,,,8.6,0.05,4.84,,230.0,230.0,,,110.0,20.0,287.7,,256.5,46.2,,22.8,46.7,7.9,3.21,1.89,
2023-05-16 20:06:00+00:00,65,8.15,,25.89,1.75,,1.75,,,8.95,0.03,4.82,,230.0,230.0,,,110.0,20.0,291.5,,258.3,48.9,,24.2,49.1,8.6,3.18,1.94,
2023-05-16 20:09:00+00:00,95,8.375,,25.92,1.7,,1.7,,,8.95,0.08,4.79,,230.0,230.0,,,110.0,20.0,297.5,,261.6,53.0,,26.2,52.9,9.8,3.1,1.98,
2023-05-16 20:12:00+00:00,65,7.9,,25.84,1.67,,1.67,,,5.07,0.05,4.77,,232.5,232.5,,,110.0,20.0,286.8,,258.7,41.9,,20.5,43.5,6.9,3.27,1.72,
2023-05-16 20:15:00+00:00,95,8.325,,26.44,1.8,,1.8,,,8.98,0.05,4.75,,235.0,235.0,,,110.0,20.0,294.8,,264.3,45.3,,22.3,46.8,8.3,3.18,1.78,
2023-05-16 20:18:00+00:00,100,8.375,,27.0,2.1,,2.1,,,9.0,0.05,4.73,,242.5,242.5,,,110.0,20.0,293.8,,266.5,40.6,,20.1,42.4,7.6,3.22,1.69,
2023-05-16 20:21:00+00:00,95,8.375,,27.14,2.08,,2.08,,,9.02,0.05,4.71,,245.0,245.0,,,110.0,20.0,291.4,,264.8,39.4,,19.7,40.8,7.4,3.24,1.78,
2023-05-16 20:24:00+00:00,75,8.3,,27.0,1.83,,1.83,,,8.98,0.05,4.7,,242.5,242.5,,,110.0,20.0,288.4,,261.4,39.9,,20.0,40.5,7.4,3.25,1.83,
2023-05-16 20:27:00+00:00,95,8.3,,26.81,1.8,,1.8,,,8.95,0.05,4.68,,242.5,242.5,,,110.0,20.0,288.5,,259.4,42.7,,21.5,42.3,7.8,3.23,2.01,
2023-05-16 20:30:00+00:00,95,8.375,,26.48,1.7,,1.7,,,8.95,0.08,4.66,,237.5,237.5,,,110.0,20.0,291.9,,258.9,48.2,,24.3,47.0,9.0,3.16,2.13,
2023-05-16 20:33:00+00:00,95,8.375,,26.28,1.8,,1.8,,,8.98,0.13,4.64,,237.5,237.5,,,110.0,20.0,293.9,,259.1,50.8,,25.7,48.9,9.5,3.14,2.23,
2023-05-16 20:36:00+00:00,90,8.35,,26.17,2.03,,2.03,,,8.75,0.13,4.62,,240.0,240.0,,,110.0,20.0,295.3,,260.2,51.1,,26.0,48.7,9.5,3.13,2.3,
2023-05-16 20:39:00+00:00,95,8.375,,26.12,1.73,,1.73,,,8.98,0.1,4.6,,237.5,237.5,,,110.0,20.0,297.7,,259.4,55.6,,28.4,52.5,10.4,3.12,2.41,
2023-05-16 20:42:00+00:00,65,8.25,,26.03,1.73,,1.73,,,8.5,0.08,4.58,,235.0,235.0,,,110.0,20.0,292.5,,256.9,51.9,,26.4,49.6,9.4,3.15,2.29,
2023-05-16 20:45:00+00:00,95,7.85,,25.77,1.73,,1.73,,,8.5,0.05,4.56,,235.0,235.0,,,110.0,20.0,281.1,,252.4,42.0,,21.2,41.7,6.9,3.28,2.02,
2023-05-16 20:48:00+00:00,95,8.0,,25.43,1.77,,1.77,,,8.4,0.08,4.55,,235.0,235.0,,,110.0,20.0,288.2,,253.8,50.2,,25.5,47.8,8.5,3.18,2.3,
2023-05-16 20:51:00+00:00,80,7.825,,25.39,1.5,,1.5,,,8.4,0.15,4.53,,230.0,230.0,,,110.0,20.0,283.6,,250.1,48.9,,24.8,47.3,8.0,3.24,2.2,
2023-05-16 20:54:00+00:00,85,7.95,,24.68,2.85,,2.85,,,8.52,0.1,4.51,,240.0,240.0,,,110.0,20.0,295.8,,258.4,53.9,,28.0,48.7,9.2,3.1,2.8,
2023-05-16 20:57:00+00:00,0,7.825,,24.06,4.7,,4.7,,,8.3,0.2,4.49,,265.0,265.0,,,110.0,20.0,,,,,,,,,3.08,,
2023-05-16 21:00:00+00:00,60,7.45,,24.05,2.0,,2.0,,,8.02,0.55,4.48,,230.0,230.0,,,110.0,20.0,282.6,,251.5,45.6,,22.8,45.3,6.7,3.23,1.98,
2023-05-16 21:03:00+00:00,65,7.1,,23.27,2.58,,2.58,,,8.23,0.05,4.46,,237.5,237.5,,,110.0,20.0,284.7,,250.9,48.6,,25.3,44.9,6.6,3.28,2.76,
2023-05-16 21:06:00+00:00,85,7.125,,23.11,1.52,,1.52,,,7.68,0.05,4.44,,225.0,225.0,,,110.0,20.0,282.2,,248.4,49.3,,24.7,48.4,6.6,3.24,2.08,
2023-05-16 21:09:00+00:00,65,7.275,,22.72,1.7,,1.7,,,8.15,0.05,4.43,,227.5,227.5,,,110.0,20.0,293.0,,251.7,59.9,,30.6,56.1,8.4,3.12,2.47,
2023-05-16 21:12:00+00:00,65,6.925,,22.12,1.85,,1.85,,,7.75,0.05,4.41,,230.0,230.0,,,110.0,20.0,285.6,,250.4,51.2,,25.9,49.2,6.5,3.19,2.23,
2023-05-16 21:15:00+00:00,95,7.125,,21.58,2.08,,2.08,,,7.97,0.1,4.39,,230.0,230.0,,,110.0,20.0,300.4,,256.8,63.0,,32.2,58.4,8.5,3.03,2.53,
2023-05-16 21:18:00+00:00,0,7.075,,21.0,3.4,,3.4,,,7.88,0.08,4.38,,252.5,252.5,,,110.0,20.0,,,,,,,,,2.97,,
2023-05-16 21:21:00+00:00,0,7.175,,20.59,3.42,,3.42,,,7.9,0.13,4.36,,257.5,257.5,,,110.0,20.0,,,,,,,,,2.87,,
2023-05-16 21:24:00+00:00,85,6.975,,20.38,1.8,,1.8,,,7.57,0.13,4.34,,227.5,227.5,,,110.0,20.0,312.6,,266.1,68.0,,33.8,66.3,8.7,2.92,2.12,
2023-05-16 21:27:00+00:00,0,7.025,,20.52,1.98,,1.98,,,7.82,0.08,4.33,,232.5,232.5,,,110.0,20.0,,,,,,,,,2.92,,
2023-05-16 21:30:00+00:00,0,7.175,,20.6,1.98,,1.98,,,7.72,0.2,4.31,,237.5,237.5,,,110.0,20.0,,,,,,,,,2.87,,
2023-05-16 21:33:00+00:00,65,7.2,,20.59,2.15,,2.15,,,5.13,0.15,4.3,,250.0,250.0,,,110.0,20.0,334.2,,290.2,64.4,,32.3,64.3,8.9,2.86,1.96,
2023-05-16 21:36:00+00:00,60,7.025,,20.45,1.98,,1.98,,,7.57,0.08,4.28,,255.0,255.0,,,110.0,20.0,329.9,,288.7,60.3,,30.3,60.2,7.9,2.91,1.95,
2023-05-16 21:39:00+00:00,90,7.0,,20.44,1.77,,1.77,,,7.55,0.13,4.26,,255.0,255.0,,,110.0,20.0,327.8,,288.8,57.3,,28.5,58.3,7.4,2.92,1.84,
2023-05-16 21:42:00+00:00,65,4.15,,14.46,2.9,,2.9,,,4.93,0.22,4.25,,285.0,285.0,,,110.0,20.0,274.7,,255.2,28.6,,14.1,31.4,1.3,3.48,1.49,
2023-05-16 21:45:00+00:00,50,6.875,,20.37,2.4,,2.4,,,6.97,0.03,4.23,,277.5,277.5,,,110.0,20.0,328.0,,293.3,51.4,,25.6,54.4,6.5,2.96,1.62,
2023-05-16 21:48:00+00:00,0,7.4,,20.29,2.03,,2.03,,,4.97,0.1,4.22,,297.5,297.5,,,110.0,20.0,,,,,,,,,2.74,,
2023-05-16 21:54:00+00:00,65,4.825,,16.74,1.7,,1.7,,,5.38,0.05,4.19,,267.5,267.5,,,110.0,20.0,285.6,,268.4,25.8,,12.5,31.4,1.7,3.47,1.09,
2023-05-16 21:57:00+00:00,45,4.7,,16.23,3.2,,3.2,,,5.22,0.05,4.17,,292.5,292.5,,,110.0,20.0,279.8,,259.7,29.7,,14.4,32.9,1.8,3.45,1.45,
2023-05-16 22:00:00+00:00,70,7.05,,20.44,3.67,,3.67,,,7.6,0.1,4.16,,302.5,302.5,,,110.0,20.0,335.5,,295.9,58.1,,29.4,59.3,7.8,2.9,1.82,
2023-05-16 22:03:00+00:00,50,5.5,,18.28,1.6,1.95,2.05,,,6.03,0.05,4.14,1.6,275.0,275.0,,92.5,110.0,20.0,297.0,,276.4,31.1,,15.1,36.6,2.6,3.32,1.19,
2023-05-16 22:25:00+00:00,95,7.14,,20.79,1.82,2.13,1.86,,,7.93,0.17,4.04,1.82,270.0,270.0,,102.5,110.0,20.0,332.3,,293.1,57.5,,28.9,58.2,7.8,2.91,1.87,
2023-05-16 22:30:00+00:00,40,7.28,,20.94,1.75,2.28,2.17,,,7.93,0.14,4.01,1.75,277.5,277.5,,97.5,110.0,20.0,337.0,,293.6,63.3,,32.2,62.2,9.0,2.88,2.08,
2023-05-16 22:35:00+00:00,95,7.15,,20.75,1.73,2.17,2.1,,,7.9,0.22,3.99,1.73,272.5,272.5,,95.0,110.0,20.0,334.1,,290.4,63.5,,32.5,61.4,8.7,2.9,2.2,
2023-05-16 22:40:00+00:00,85,7.35,,20.68,1.64,1.96,2.13,,,8.03,0.1,3.97,1.64,270.0,270.0,,97.5,110.0,20.0,345.1,,292.5,76.0,,39.1,70.3,11.0,2.81,2.58,
